,Unnamed: 0,name,address,unit,sqft,bed,bath,price,city,state,zipcode,description,details,url,date
639,639,The Chelsea Apartments,160 W 24th St,A4-B,542 sqft,1bd,1ba,"Contact$4,335",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
640,640,The Chelsea Apartments,160 W 24th St,A6-R,547 sqft,1bd,1ba,"Contact$4,894",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
641,641,The Chelsea Apartments,160 W 24th St,A6,547 sqft,1bd,1ba,"Contact$3,889",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
642,642,The Chelsea Apartments,160 W 24th St,A7,549 sqft,1bd,1ba,"Contact$3,789",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
643,643,The Chelsea Apartments,160 W 24th St,1 Bed 1.0 Bath,549-755 sqft,1bd,1ba,"$3,213 - $4,453",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
644,644,The Chelsea Apartments,160 W 24th St,,715 sqft,1bd,1ba,"Contact$4,357",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
645,645,The Chelsea Apartments,160 W 24th St,Unit 1-10H,739 sqft,1bd,1ba,"Contact$4,453",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
646,646,The Chelsea Apartments,160 W 24th St,Unit 1-07G,659 sqft,1bd,1ba,"Contact$4,158",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
647,647,The Chelsea Apartments,160 W 24th St,Unit 1-02D,740 sqft,1bd,1ba,"Contact$4,403",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
648,648,The Chelsea Apartments,160 W 24th St,Unit 1-03A,620 sqft,1bd,1ba,"Contact$3,416",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
649,649,The Chelsea Apartments,160 W 24th St,Unit 1-02H,681 sqft,1bd,1ba,"Contact$4,103",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
650,650,The Chelsea Apartments,160 W 24th St,Unit 1-02F,663 sqft,1bd,1ba,"Contact$3,753",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
651,651,The Chelsea Apartments,160 W 24th St,Unit 1-04E,755 sqft,1bd,1ba,"Contact$4,073",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
652,652,The Chelsea Apartments,160 W 24th St,Unit 1-04D,740 sqft,1bd,1ba,"Contact$3,323",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
653,653,The Chelsea Apartments,160 W 24th St,Unit 1-05B,672 sqft,1bd,1ba,"Contact$3,758",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
654,654,The Chelsea Apartments,160 W 24th St,Unit 1-14K,549 sqft,1bd,1ba,"Contact$3,976",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
655,655,The Chelsea Apartments,160 W 24th St,Unit 1-03D,740 sqft,1bd,1ba,"Contact$3,213",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
656,656,The Chelsea Apartments,160 W 24th St,Unit 1-02A,620 sqft,1bd,1ba,"Contact$3,906",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
657,657,The Chelsea Apartments,160 W 24th St,Unit 1-05A,620 sqft,1bd,1ba,"Contact$4,286",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
658,658,The Chelsea Apartments,160 W 24th St,A8-R,560 sqft,1bd,1ba,"Contact$4,864",New York,NY,10011,"Limited time only - lease now and enjoy up to 2 months free rent on select apartment homes. Contact us today for details and restrictions. We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. The Chelsea is a boutique-style residence offering condominium-quality apartments and hotel-inspired services and amenities in the heart of Chelsea. Enjoy premium amenities including terraces and a state-of-the-art fitness center. Experience weekly complimentary services through Hello Alfred such as grocery shopping, apartment tidy-ups, and dry-cleaning pickup/drop-off. All this while being just moments away from some of the best restaurants and cultural attractions the city has to offer.Lease Details: 1 month, 2 months, 3 months, 4 months, 5 months, 6 months, 7 months, 8 months, 9 months, 10 months, 11 months, 12 months, 13 months, 14 months, 15 months, 16 months, 17 months, 18 months, 19 months, 20 months, 21 months, 22 months, 23 months, 24 monthsUp to 2 dogs allowed (max 100 pounds) with $50.00 other income.Up to 2 cats allowed (max 100 pounds) with $25.00 other income.","Days on Market: 17 Days on Trulia ,Year Built: 1987 ,Property Type: Apartment ,Furnished ,Additional Storage ,Dishwasher ,Dryer ,Laundry Facilities ,Washer ,Double Paned Windows ,Balcony ,Barbeque Area ,Parking: None ,Cats, dogs allowed ,Fitness Center",https://www.trulia.com/c/ny/new-york/the-chelsea-160-w-24th-st-new-york-ny-10011--2171423009,2020-11-17
